行号,标签,预测,判定
4844,"图中展示的物品是勺子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{plate}，根据垃圾分类的标准，应该属于{tableware},0
4845,"图中展示的物品是枕头,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{pillow}，根据垃圾分类的标准，应该属于{furniture},0
4846,"图中展示的物品是购物纸袋,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是纸袋，根据垃圾分类的标准，应该属于可回收垃圾。,1
4847,"图中展示的物品是充电线,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是充电线，根据垃圾分类的标准，应该属于电子废弃物,0
4848,"图中展示的物品是烟灰缸,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是烟灰缸，根据垃圾分类的标准，应该属于其他垃圾。,0
4849,"图中展示的物品是烧水壶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是电水壶，根据垃圾分类的标准，应该属于可回收物,1
4850,"图中展示的物品是LED灯泡,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是灯泡，根据垃圾分类的标准，应该属于废电池,0
4851,"图中展示的物品是碗,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃容器，根据垃圾分类的标准，应该属于玻璃,0
4852,"图中展示的物品是西瓜皮,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[apple],根据垃圾分类的标准，应该属于[厨余垃圾]",0
4853,"图中展示的物品是木制玩具,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{wood}，根据垃圾分类的标准，应该属于{wood},1
4854,"图中展示的物品是耳钉耳环,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4855,"图中展示的物品是烤鸡烤鸭,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4856,"图中展示的物品是饼干,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是饼干,根据垃圾分类的标准，应该属于可回收垃圾",0
4857,"图中展示的物品是普通面包,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",1
4858,"图中展示的物品是鞋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。",1
4859,"图中展示的物品是茶叶罐,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{vase_object},根据垃圾分类的标准，应该属于{garbage_type}",0
4860,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4861,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4862,"图中展示的物品是苍蝇拍,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是蚊子拍，根据垃圾分类的标准，应该属于{gammable},0
4863,"图中展示的物品是袜子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是袜子，根据垃圾分类的标准，应该属于可回收物,1
4864,"图中展示的物品是哈密瓜,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是南瓜，根据垃圾分类的标准，应该属于厨余垃圾。,0
4865,"图中展示的物品是玻璃壶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃壶，根据垃圾分类的标准，应该属于可回收物,1
4866,"图中展示的物品是易拉罐,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是饮料，根据垃圾分类的标准，应该属于废品,0
4867,"图中展示的物品是八宝粥,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4868,"图中展示的物品是炸鸡,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4869,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃杯，根据垃圾分类的标准，应该属于可回收物,1
4870,"图中展示的物品是饼干,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是饼干，根据垃圾分类的标准，应该属于可回收物。,0
4871,"图中展示的物品是胶带,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是胶带，根据垃圾分类的标准，应该属于可回收垃圾。,0
4872,"图中展示的物品是胡萝卜,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[carrot, cucumber]，根据垃圾分类的标准，应该属于[organic]。",1
4873,"图中展示的物品是塑料瓶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[soap_bottle],[shampoo_bottle],根据垃圾分类的标准，应该属于[其他垃圾],[其他垃圾]",0
4874,"图中展示的物品是灯罩,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是瓶子，根据垃圾分类的标准，应该属于可回收物,0
4875,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{glass_bottle}，根据垃圾分类的标准，应该属于{recyclable},1
4876,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4877,"图中展示的物品是信封,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4878,"图中展示的物品是衣架,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4879,"图中展示的物品是创可贴,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是塑料袋，根据垃圾分类的标准，应该属于其他垃圾。,0
4880,"图中展示的物品是残渣剩饭,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4881,"图中展示的物品是玻璃壶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃碎片，根据垃圾分类的标准，应该属于玻璃垃圾,1
4882,"图中展示的物品是钟表,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[none],根据垃圾分类的标准，应该属于[none]",0
4883,"图中展示的物品是充电线,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是线缆，根据垃圾分类的标准，应该属于{recyclable},1
4884,"图中展示的物品是耳钉耳环,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{pearl}，根据垃圾分类的标准，应该属于{jewelry},1
4885,"图中展示的物品是苍蝇拍,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是蚊蝇拍，根据垃圾分类的标准，应该属于其他垃圾,1
4886,"图中展示的物品是纸巾,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4887,"图中展示的物品是保温杯,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4888,"图中展示的物品是瓜子,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4889,"图中展示的物品是钢丝球,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是钢丝球，根据垃圾分类的标准，应该属于可回收垃圾。,1
4890,"图中展示的物品是厨房手套,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4891,"图中展示的物品是剪刀,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是剪刀，根据垃圾分类的标准，应该属于厨具,0
4892,"图中展示的物品是LED灯泡,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是灯泡，根据垃圾分类的标准，应该属于可回收垃圾。,0
4893,"图中展示的物品是废弃扩声器,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4894,"图中展示的物品是贝果,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4895,"图中展示的物品是充电线,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4896,"图中展示的物品是菠萝包,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是蛋糕，根据垃圾分类的标准，应该属于垃圾食品,0
4897,"图中展示的物品是橙子,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[fruit],根据垃圾分类的标准，应该属于[厨余垃圾]",1
4898,"图中展示的物品是保鲜盒,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{food_box}，根据垃圾分类的标准，应该属于{food},0
4899,"图中展示的物品是车钥匙,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4900,"图中展示的物品是空气加湿器,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{toilet_paper},根据垃圾分类的标准，应该属于{garbage_type}",0
